zmp3_name	zmp3_id	artist_group	community	cluster	zmp3_genre1	zmp3_genre2	zmp3_genre3	zmp3_genre4
Bé Na	107541		33	2.0	Việt Nam	Nhạc Thiếu Nhi		
Kobie	107545		0		Việt Nam			
Jazzy Dạ Lam	107568		6	25.0	Việt Nam	Nhạc Trữ Tình		
Khánh Huyền	107593		6	11.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trịnh Lan Hương	107596		6	33.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Xuân Hạnh	107730		6	0.0	Việt Nam	Nhạc Trữ Tình		
NSUT Khắc Tư	107733		6		Việt Nam	Nhạc Trữ Tình		
Thu Trang MC	107763		6	33.0	Việt Nam			
Tú Châu	107919		6		Việt Nam	Nhạc Trữ Tình		
Hoàng Minh Viễn	107950		6	14.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Khưu Thúy	108042		6		Việt Nam	Nhạc Trữ Tình		
Nguyệt Thanh	108086		6		Việt Nam			
Việt Hòa	108198		6		Việt Nam	Nhạc Trữ Tình		
Lục Huy	108272		0	39.0	Việt Nam			
Đại Dương	108901		0	5.0	Việt Nam			
Nguyễn Hữu Thành	108925	Pop sến loại 2	0		Việt Nam			
Vương Triệu Anh	108943		0	39.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Bé Thiên Vân	108964		33		Việt Nam	Nhạc Thiếu Nhi		
Lê Thiện Hiếu	108967	V-pop Mainstream	0	39.0	Việt Nam	V-Pop		
Thúy Nga	109034		6	34.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Hải Triều	109038		6	33.0	Việt Nam	Nhạc Trữ Tình		
Giáng Thu	109112		6		Việt Nam	Nhạc Trữ Tình		
Hoàng Ly	189291		0		Việt Nam			
Thái Thảo	189303		6	18.0	Việt Nam	Nhạc Trữ Tình		
GREY D	189352		0	44.0	Việt Nam	V-Pop		
Ngọc Trọng	189377		6	0.0	Việt Nam			
Châu Hà	189434		6	0.0	Việt Nam			
Jenny Loan	189435		6	5.0	Việt Nam			
Nguyễn Kiều Oanh	189455		0	39.0	Việt Nam	V-Pop		
Hứa Kim Tuyền	189569	V-pop Mainstream	0	44.0	Việt Nam			
Ngọc Đan Thanh	189593		6	0.0	Việt Nam	Nhạc Trữ Tình		
Trung Chỉnh	189594		6		Việt Nam	Nhạc Trữ Tình		
TDK	189617		0		Việt Nam	Rap Việt		
Cao Bá Hưng	189626		0	30.0	Việt Nam			
Bùi Công Nam	189627	V-pop Mainstream	0		Việt Nam	V-Pop		
Nguyễn Thạc Bảo Ngọc	189661	Pop sến loại 1	0	40.0	Việt Nam	V-Pop		
Mộc Thanh	189679	Pop sến loại 2	0	39.0	Việt Nam			
Nguyễn Đình Long	189714	Pop 2000 sến	0	39.0	Việt Nam			
Kỳ Duyên	189748		6	18.0	Việt Nam			
Madihu	189753	Indie Ballad	0	36.0	Việt Nam			
Ái Thanh	189777		6		Việt Nam	Nhạc Trữ Tình		
Trương Linh Đan	189849	Pop sến loại 2	0	39.0	Việt Nam			
Nimbia	189928		0	26.0	Việt Nam	Dance Việt		
Lê Ngọc Thúy	270006		6	29.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
DICKSON	270146	Pop sến loại 2	0		Việt Nam	V-Pop		
Kiên Trịnh	270147	Indie sôi động	0		Việt Nam	V-Pop		
Vũ Yến Ngọc	270192		6		Việt Nam			
Gemini Band	270207	Pop Ballad Flop	0	39.0	Việt Nam			
Thảo Phạm	270208	Pop miền Tây	0	32.0	Việt Nam			
Hoàng Đức	270214		6	4.0	Việt Nam			
Ánh Linh	270226		6	33.0	Việt Nam	Nhạc Trữ Tình		
Võ Ê Vo	270233	Pop sến loại 2	0	39.0	Việt Nam			
Lê Anh Tuấn	270339	Pop sến loại 2	6	17.0	Việt Nam	V-Pop		
Dương Chấn Huy	270487		6	9.0	Việt Nam	Nhạc Trữ Tình	Cải Lương	
Đặng Hà Duy	270766		6		Việt Nam	Nhạc Trữ Tình		
Empty Spaces	270784		0	25.0	Việt Nam	Rock Việt		
Bùi Tuyết Mai	271160		6	10.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Liz Kim Cương	271254	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Hoàng Minh	351517		0		Việt Nam	Nhạc Trữ Tình	V-Pop	
Linh Hee	351524		0	39.0	Việt Nam			
Kỷ Quốc	351549		6	34.0	Việt Nam	Nhạc Trữ Tình		
Cammie	378765		0		Việt Nam	V-Pop		
Tage	413448		12	46.0	Việt Nam	Rap Việt		
The Sheep	426410	Indie sôi động	0	36.0	Việt Nam			
Nguyễn Chí Tâm	426610	Pop sến loại 2	0		Việt Nam			
Rina	426614		6	4.0	Việt Nam	Nhạc Tôn Giáo		
Lâm Mỳ	426914		12	47.0	Việt Nam	Rap Việt		
Lena	427317		0	36.0	Việt Nam	V-Pop		
RIN9	427354		0	44.0	Việt Nam			
Bảo Nguyên	427594		6	33.0	Việt Nam	Nhạc Trữ Tình		
NyNy	427693		6	4.0	Việt Nam	Nhạc Tôn Giáo		
Masew	427761	V-pop Mainstream	0	44.0	Việt Nam	EDM Việt	V-Pop	
Duy Ninh	427920		6	33.0	Việt Nam	Nhạc Trữ Tình	Nhạc Tôn Giáo	
Dương Hàn Ni	427924		6	33.0	Việt Nam			
Dư Quốc Vương	428356		0		Việt Nam			
Annie	428434		0		Việt Nam	V-Pop		
Hoàng Thống	428694		0		Việt Nam			
Giang Nguyễn	428805	Pop sến loại 2	12	47.0	Việt Nam			
Thế Bảo	428806	Indie Ballad	0		Việt Nam			
Ali Hoàng Dương	428845	V-pop Mainstream	0		Việt Nam			
Hồng Dương	428851	Pop sến loại 2	0	39.0	Việt Nam			
PD Seven	429069	Pop miền Tây	0		Việt Nam			
Châu Gia Chuyển	429251	Pop 2000 sến	0	1.0	Việt Nam	V-Pop		
Vy Vy	429259		0	25.0	Việt Nam			
Võ Đức Trí	429261	Pop sến loại 2	0	39.0	Việt Nam	R&B Việt	V-Pop	
Kenbi Trần	429263		6	39.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Thiên Phong	429354	Pop sến loại 2	0		Việt Nam			
Lộc Nguyễn	429423		6	10.0	Việt Nam			
Lý Thu Thảo	429614		6	29.0	Việt Nam	Nhạc Trữ Tình		
Trịnh Nam Phương	429635		6	29.0	Việt Nam	Nhạc Trữ Tình		
CARA	429637	V-pop Mainstream	0	36.0	Việt Nam	V-Pop		
Vũ Hoàng	429669		6	33.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
ChuChu	429890	Pop Ballad Flop	0		Việt Nam	V-Pop		
Thái Sơn	430032	Pop miền Tây	0		Việt Nam			
Lý Thanh Thảo	430059		6	33.0	Việt Nam			
Lê Trinh	430093		6	0.0	Việt Nam			
Lâm Nguyên	430094	Pop sến loại 2	0	39.0	Việt Nam			
Lm. Quang Lâm	430111		6	10.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	Nhạc Tôn Giáo
JayKii	430157	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Shin Hồng Vịnh	430286	Pop sến loại 2	33	39.0	Việt Nam			
Hiền Mai	430315	Pop sến loại 2	0	1.0	Việt Nam	V-Pop		
Hùng Quân	430331		0	43.0	Việt Nam	V-Pop		
Vương Thiên Tuấn	430532	Pop sến loại 2	0	39.0	Việt Nam			
Châu Chí Hùng	430674	Pop miền Tây	0	39.0	Việt Nam			
Phương Nga	431088		6	23.0	Việt Nam			
Ngô Anh Đạt	431244	Pop sến loại 2	0		Việt Nam	V-Pop		
Mỹ Tiên	431273		6	9.0	Việt Nam			
SeVoice	431403		6	4.0	Việt Nam			
Thái Trâm	431412		6	33.0	Việt Nam	Nhạc Trữ Tình		
Thạch Phay	431413		6		Việt Nam			
Han Sara	431503	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Bùi Trung Đẳng	431519		6	9.0	Việt Nam	Nhạc Tôn Giáo		
Ngọc Khang	431569		6	34.0	Việt Nam	Nhạc Trữ Tình		
Duy Tuyên	431680	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Sambi	431736	Pop sôi động Flop	0		Việt Nam			
Đại Đức Thích Nhuận Thanh	431797		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Hà Quang	431838		6		Việt Nam			
Ái Như	431856		6		Việt Nam			
Hà Trí Toàn	431935		6	0.0	Việt Nam			
Bùi Tuấn Ngọc	431976	Pop miền Tây	0	39.0	Việt Nam			
Xesi	432015	V-pop Mainstream	0	30.0	Việt Nam	V-Pop	EDM Việt	
Anny	432164		6		Việt Nam	Nhạc Tôn Giáo		
Khang Thế Hùng	432172		0	0.0	Việt Nam	Nhạc Trữ Tình		
Avin Lu	432231		0	39.0	Việt Nam			
Dương Nghi Đình	432339		6	29.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Minh Đẳng	432352		6		Việt Nam	Nhạc Trữ Tình		
Phan Ngân	432358	Pop Ballad Flop	0	27.0	Việt Nam	V-Pop		
JSOL	432417	V-pop Mainstream	0		Việt Nam			
Gia Huy Singer	432475	Pop sến loại 1	0		Việt Nam	V-Pop		
Dick	432565		12		Việt Nam	Rap Việt		
Phạm Minh Thành	433009	Pop sôi động Flop	0	44.0	Việt Nam	V-Pop		
Pink Frog	433088	Indie sôi động	0	27.0	Việt Nam			
Anh Trinh	433146		6		Việt Nam	Nhạc Trữ Tình	Nhạc Trịnh	
Tùng	433206	Indie Ballad	0		Việt Nam			
Vũ Thịnh	433431		0	39.0	Việt Nam	V-Pop		
Twinkly Tus	433436		12	47.0	Việt Nam	Dance Việt		
Mademoiselle	433451	Indie sôi động	0		Việt Nam			
Phan Ý Linh	433505		6		Việt Nam	Nhạc Trữ Tình		
NamKun	433560		0	27.0	Việt Nam			
Rum	433604	Pop miền Tây	0	30.0	Việt Nam	Dance Việt	V-Pop	
NIT	433605		0	35.0	Việt Nam	Dance Việt		
Hưng Cacao	433606		0	5.0	Việt Nam	Dance Việt	Rap Việt	
Đạt G	433607	V-pop Mainstream	0	43.0	Việt Nam	Rap Việt	V-Pop	
Tùng Maru	434478	Pop miền Tây	0	39.0	Việt Nam			
Thu Hồng Bolero	434602		6	33.0	Việt Nam	Nhạc Trữ Tình		
Nguyễn Bảo Linh	434646	Pop sến loại 2	0		Việt Nam	V-Pop		
Orange	434743	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Zero9	434782	Pop miền Tây	0	26.0	Việt Nam	Dance Việt		
Kewtiie	434850		12	45.0	Việt Nam			
K-ICM	434859	V-pop Mainstream	0	43.0	Việt Nam	Dance Việt	EDM Việt	
Bảo My	434867		0	39.0	Việt Nam	V-Pop		
Dandee	600180		47	47.0	Việt Nam	Rap Việt		
KynBB	600198	Pop sôi động Flop	12	26.0	Việt Nam	Dance Việt		
Superbrothers	600283		12	37.0	Việt Nam			
VRT	600357	Pop miền Tây	0	20.0	Việt Nam	Dance Việt		
Seachains	600397		12	37.0	Việt Nam	Rap Việt		
P.M Band	600407	Pop sến loại 2	0	39.0	Việt Nam			
Triệu Tuấn Linh	600481	Pop sến loại 2	0	43.0	Việt Nam			
Quốc Kiệt	600499		6	8.0	Việt Nam	Nhạc Trữ Tình		
Nhật Phong	600541	Pop sến loại 1	0	43.0	Việt Nam			
Hoàng Ngọc Sơn	600602		6	29.0	Việt Nam	Nhạc Trữ Tình		
Trường Tam	600603		6		Việt Nam	Nhạc Trữ Tình		
Lê Hải	600647		0		Việt Nam	V-Pop		
Thanh Tài	600718		6	23.0	Việt Nam	Nhạc Trữ Tình		
SoHo	600794		12		Việt Nam	Rap Việt	V-Pop	
Dương Vỹ Phúc	600912		0		Việt Nam	V-Pop		
Khôi Nguyên	600926		6	0.0	Việt Nam	Nhạc Trữ Tình		
Huỳnh Trường Thịnh	601040		6	29.0	Việt Nam	Nhạc Trữ Tình		
Sjck	601662	Pop sôi động Flop	0	39.0	Việt Nam	V-Pop		
Chí Hướng	601734	Pop sến loại 2	0	20.0	Việt Nam	V-Pop		
Suzie	601850		0	26.0	Việt Nam			
Lâm Trí Tú	601898		6		Việt Nam	Nhạc Trữ Tình		
Lâm Hoài Phong	602181		6	29.0	Việt Nam	Nhạc Trữ Tình		
Haohinh	602264		0	26.0	Việt Nam	Dance Việt	Âu Mỹ	Electronic / Dance
Nho	602311		0	39.0	Việt Nam			
HuyR	602409	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Tùng Viu	602410		0		Việt Nam			
Dế Choắt	602427		12		Việt Nam	Rap Việt		
Lăng LD	602463		12	37.0	Việt Nam	Rap Việt		
M.E.O	602477		12		Việt Nam	Rap Việt		
KayC	602528		12		Việt Nam	Rap Việt		
Trung Trần	602530		12	45.0	Việt Nam			
Cheng	602625	Pop Ballad Flop	0		Việt Nam			
Lưu Quang Bình	602639		6		Việt Nam	Nhạc Trữ Tình		
Nguyễn Đức Trọng	602772		6	0.0	Việt Nam	Nhạc Tôn Giáo		
CM1X	602786		0		Việt Nam			
Búp	602967		0	39.0	Việt Nam			
Reddy	603111		0	44.0	Việt Nam			
Nhật Vy	603131		0	39.0	Việt Nam			
Diệu Đan	603197		6	10.0	Việt Nam	Nhạc Trữ Tình	Nhạc Tôn Giáo	
Minh Cà Ri	603218		0		Việt Nam			
Trungg I.U	603401	Pop Ballad Flop	0		Việt Nam	Dance Việt		
Sèn Hoàng Mỹ Lam	603426		0		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
BarryB	603603		12	47.0	Việt Nam	Rap Việt		
Yun	603689		12	47.0	Việt Nam	Rap Việt		
Huỳnh Ái Vy	603756	Pop sến loại 1	0		Việt Nam			
Hiderway	603758		0	30.0	Việt Nam	Dance Việt		
Huy Vạc	603759	Pop sến loại 1	0	43.0	Việt Nam	V-Pop		
Duy Ngọc	603957		0	38.0	Việt Nam			
OSAD	603978		0	44.0	Việt Nam	Rap Việt		
Hiimhii	604194		0	25.0	Việt Nam			
Aki Khoa	604198	Pop sến loại 2	0		Việt Nam			
Hoa Vinh	604246	Pop sến loại 1	0	43.0	Việt Nam	V-Pop		
T.R.I	604264	Indie Ballad	0	44.0	Việt Nam	R&B Việt	V-Pop	EDM Việt
Juyy Otit	604327		0		Việt Nam	Rap Việt	Dance Việt	
Chuy Blue	604328		0		Việt Nam	Rap Việt	V-Pop	
Huy Lê	604724		0	27.0	Việt Nam			
Sara Luu	604727	V-pop Mainstream	0	40.0	Việt Nam			
Chí Viễn	604760		6	29.0	Việt Nam	Nhạc Trữ Tình		
Hazard Clique	604774		12		Việt Nam	Rap Việt		
Nguyễn Duy Trường	604780		6		Việt Nam	Nhạc Trữ Tình		
Rush	604809		0		Việt Nam	Rap Việt		
Krix	604810	Pop sôi động Flop	0	26.0	Việt Nam			
Danh Zoram	604873	Pop sến loại 2	0		Việt Nam	V-Pop		
So Hi	604957		12		Việt Nam	Rap Việt		
NG2	605086		12	47.0	Việt Nam	Rap Việt		
Quỳnh Mint	605292		6	4.0	Việt Nam			
Mai Khen Duy	605323		6		Việt Nam	Nhạc Trữ Tình		
Duy Zuno	605744	Pop sến loại 2	0	44.0	Việt Nam	V-Pop		
DinhLong	605878	Pop miền Tây	0		Việt Nam	Dance Việt		
Tăng Duy Tân	605880	V-pop Mainstream	0		Việt Nam	Dance Việt	V-Pop	
Hồng Tươi	606019		6		Việt Nam	Nhạc Trữ Tình		
Hoàng Tú Minh	606132		6		Việt Nam	Nhạc Trữ Tình		
DK Lâm	606817	Pop sến loại 2	0	32.0	Việt Nam			
Mai Kha	607139		6	10.0	Việt Nam	Nhạc Trữ Tình	Nhạc Tôn Giáo	
dubbie	607144		12	47.0	Việt Nam	Rap Việt		
Freaky	607366		0	36.0	Việt Nam	Rap Việt		
Kiều Thanh Sơn	607524	Pop sến loại 2	0	39.0	Việt Nam			
Phúc Rey	608010		12	47.0	Việt Nam	Rap Việt		
Trang Thiên	608091		0		Việt Nam			
Jackie Thắng Nguyễn	608111	Pop sến loại 2	0		Việt Nam	V-Pop		
Châu Giang	608957		6		Việt Nam	Nhạc Trữ Tình		
TAD Sound	609014		0	26.0	Việt Nam	Dance Việt		
Khắc Báo	609321		0	39.0	Việt Nam			
Phan Yến Nhi	609408	Pop sến loại 2	0	44.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
GiunDra	609513		12		Việt Nam	Rap Việt	V-Pop	
thaison!	609551		12		Việt Nam	Rap Việt		
Quân Bảo	609594		6	29.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Tài Nguyễn	610617		0	32.0	Việt Nam	V-Pop		
APJ	612850	V-pop Mainstream	0		Việt Nam			
Mai Âm Nhạc	612858	Indie sôi động	0		Việt Nam	R&B Việt	V-Pop	
Đoàn Minh Quân	612859		0		Việt Nam			
Thái Quỳnh	613031	Pop sến loại 1	0	35.0	Việt Nam	Dance Việt	V-Pop	
NALO	613051		12	47.0	Việt Nam	Rap Việt		
Phương Jimmy	613123		6	0.0	Việt Nam	Nhạc Trữ Tình		
Phương Nam	613216		0	39.0	Việt Nam			
Khoa	613242		12	37.0	Việt Nam	Rap Việt		
Dilan Vũ	613400		0	5.0	Việt Nam	V-Pop	EDM Việt	
CHARLES.	613410	Indie sôi động	0	36.0	Việt Nam	R&B Việt	V-Pop	
Diễm Quỳnh	613500		6	33.0	Việt Nam	Nhạc Trữ Tình		
Nguyễn Trọng Tài	613541		0		Việt Nam			
Jang Nguyễn	613588	Pop miền Tây	0		Việt Nam	V-Pop		
Bạc Cầm Diễm My	613590	Pop sến loại 2	0		Việt Nam	V-Pop		
Long Cao	613719	Pop Ballad Flop	0	44.0	Việt Nam			
Tiên Fami	613838	Pop sến loại 2	0		Việt Nam			
Nguyễn Trung Đức	613874	Pop miền Tây	0	36.0	Việt Nam			
Tuấn	613972		0	27.0	Việt Nam			
Quân Han	614015	Pop Ballad Flop	0	39.0	Việt Nam			
Pixel Neko	614167	Indie sôi động	0		Việt Nam	R&B Việt	V-Pop	
ViruSs	614317		0	35.0	Việt Nam			
AMEE	615587	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Minh Thu	615592		6		Việt Nam	Nhạc Trữ Tình		
Bùi Lan Hương	615840	V-pop Mainstream	0		Việt Nam	V-Pop		
Machiot	616935		12		Việt Nam	Dance Việt		
XIN	618466		0		Việt Nam			
PM	618469		12		Việt Nam	Rap Việt		
Jack - J97	618740	V-pop Mainstream	0	43.0	Việt Nam	V-Pop		
Nguyệt Hạ	618842		0	27.0	Việt Nam	V-Pop		
Lemese	618886	Indie sôi động	0	36.0	Việt Nam	R&B Việt	V-Pop	
Saabirose	619303	Pop sến loại 2	12		Việt Nam	R&B Việt	V-Pop	
LyLy	619448	V-pop Mainstream	0	44.0	Việt Nam			
Tuấn Cry	619613		0		Việt Nam	Rap Việt		
Thảo Milk	619892	Pop sến loại 2	0	39.0	Việt Nam	Dance Việt	V-Pop	
SASSY	620044		0	27.0	Việt Nam	Dance Việt	EDM Việt	
Vũ Phụng Tiên	620983	V-pop Mainstream	0		Việt Nam			
August	630046		0	39.0	Việt Nam	Rap Việt		
Hồ Nhật Huy	632595	Pop sến loại 2	0	38.0	Việt Nam			
Alex Lam	634037		0		Việt Nam			
Jarvis Huỳnh	640397		0		Việt Nam			
Nhi Nhi	646400	Pop sến loại 2	0	1.0	Việt Nam			
Sean	648192		0		Việt Nam	Rap Việt	R&B Việt	
Tweny	648193		12		Việt Nam	Rap Việt		
Tuấn Đinh	650141		0		Việt Nam	V-Pop		
Kiều Mini	650824	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Hoàn Lâm	662221	Pop sến loại 2	6	8.0	Việt Nam	V-Pop	Nhạc Trữ Tình	
Mike	693020		12	45.0	V-Pop	Việt Nam	Rap Việt	
Như Việt	704447	Pop sến loại 1	0	43.0	Việt Nam	R&B Việt	V-Pop	
Deus Tiến Đạt	704449		12	47.0	Việt Nam	Rap Việt		
Nhật Hoàng	704454		12		Việt Nam	Rap Việt		
Duckie	704455		0		Việt Nam	Rap Việt		
Đình Dũng	704486	Pop sến loại 1	0	43.0	Việt Nam	V-Pop		
Hoàng Trọng Lâm	704666		0	39.0	Việt Nam	R&B Việt	V-Pop	
Chung Thanh Duy	704722	Pop sôi động Flop	0	40.0	Việt Nam	Rap Việt	R&B Việt	
Võ Đăng Khoa	704763	Pop miền Tây	0	1.0	Việt Nam	V-Pop		
Phaos	704764		12		Việt Nam			
Đạt Max	704884		0	31.0	Việt Nam	V-Pop		
Quang Trung	715991	Pop sến loại 1	0		Việt Nam	V-Pop		
Phú Lê	718748		0	22.0	Việt Nam	V-Pop		
Min Min	721201		0		Việt Nam	R&B Việt	V-Pop	Rap Việt
Thịnh Suy	721204	Indie Ballad	0	35.0	Việt Nam	V-Pop		
Juky San	721288	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Thành Nghiệp	721297		0		Việt Nam	V-Pop		
hooligan.	721311	Indie Ballad	0		Việt Nam	V-Pop		
14 Casper	721330	Indie Ballad	0	35.0	Việt Nam	V-Pop		
TANMAIK	721353		0		Việt Nam	V-Pop		
Sony Tran	721568		12	45.0	Việt Nam	R&B Việt	V-Pop	
Jin Ju	727258		0	0.0	Việt Nam			
Phúc Du	736686		12		Việt Nam	Rap Việt		
Green	747143		12	47.0	Việt Nam	Rap Việt		
Đăng Thuật	761832		6	23.0	Việt Nam	Nhạc Trữ Tình		
Hagii	761863		0	30.0	Việt Nam	Rap Việt	R&B Việt	
Yuno Bigboi	761866		0	40.0	Việt Nam	Rap Việt	R&B Việt	
Keyo	761872		0	43.0	Việt Nam	V-Pop		
Tùa	761954		0	36.0	Việt Nam	Rap Việt	R&B Việt	
Kain	762091		12	45.0	Việt Nam	Rap Việt		
Kang Trần	762209	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Trần Minh Phát	762211		0	0.0	Việt Nam			
JokeS Bii	762292		0		Việt Nam	Rap Việt		
Trang Anh	762302		12	47.0	Việt Nam	V-Pop		
Rick	762306		12	47.0	Việt Nam	Rap Việt		
Andrea	762328		0	47.0	Việt Nam	V-Pop		
Quang Anh Rhyder	762329	Pop sôi động Flop	0		Việt Nam			
Adam Thái	771466		0	26.0	Việt Nam	V-Pop	Dance Việt	
Kiều Thơ Mellow	780342	Pop sến loại 2	0		Việt Nam	V-Pop		
Bình Gold	780355		12		Việt Nam	Rap Việt		
Linh	780356		0		Việt Nam	R&B Việt	V-Pop	
Vinh Tuấn	780974		6	29.0	Việt Nam	Nhạc Trữ Tình		
Dư Anh	781176		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Ngô Thủy	781193		0		Việt Nam	V-Pop		
Duy Tiến	781555	Pop sến loại 2	0	39.0	Việt Nam	R&B Việt	EDM Việt	
Ngắn	781848		12		Việt Nam	Rap Việt		
Yong Anh	782302		0		Việt Nam	Rap Việt	R&B Việt	V-Pop
DLblack	782304		12	47.0	Việt Nam	Rap Việt	R&B Việt	
Nguyễn Quang Quý	782332		0	39.0	Việt Nam	V-Pop		
Đình Duy	782356		6		Việt Nam	Nhạc Trữ Tình		
Long Phạm	782462	Indie sôi động	0	44.0	Việt Nam	V-Pop		
Lê Bật Thành	782467		0	39.0	Việt Nam	V-Pop		
2T	782692		0	39.0	Việt Nam			
Non Hanta	783505		0	35.0	Việt Nam	Rap Việt	R&B Việt	V-Pop
Quân A.P	783512	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
SMO	783572		12	45.0	Việt Nam	R&B Việt	Rap Việt	
Hàn Dung	783636	Pop miền Tây	0	39.0	Việt Nam	V-Pop		
Đức Anh	784231		0		Việt Nam	V-Pop		
Yamix Hầu Ca	784232		0	43.0	Việt Nam	Rap Việt	R&B Việt	
Jee Trần	784236		0	39.0	Việt Nam	Nhạc Trữ Tình	R&B Việt	
Khải	784257	Indie Ballad	0	36.0	Việt Nam			
G5R Squad	784384		0	43.0	Việt Nam	Rap Việt		
Ccmk	785158	Pop sến loại 2	12	46.0	Việt Nam	V-Pop		
Anh Duy	785241		0	22.0	Việt Nam	V-Pop		
Đào Líuloo	785251		0	27.0	Việt Nam	V-Pop		
Apollo	785336		12	47.0	Việt Nam			
NDiên	785340		0		Việt Nam	R&B Việt		
ShenlongZ	785341		0	39.0	Việt Nam	R&B Việt	EDM Việt	
Quang Sơn	785370		6		Việt Nam	Nhạc Trữ Tình		
Thiên An	785670		0		Việt Nam	V-Pop		
LeeNa	785776	Pop sến loại 2	0		Việt Nam	V-Pop		
buitruonglinh	785981	Indie Ballad	0		Việt Nam	V-Pop		
Amigo	785991		12		Việt Nam	Rap Việt		
2Can	786349		12	47.0	Việt Nam	Rap Việt		
Raven	786353		12	47.0	Việt Nam	Rap Việt		
TRUNKY	786357		0		Việt Nam	Rap Việt	R&B Việt	
Phạm Kỳ	786422		0	5.0	Việt Nam	V-Pop		
OllB	786438		12	47.0	Việt Nam	Rap Việt	R&B Việt	
Billis	786441		12	47.0	Việt Nam	R&B Việt	EDM Việt	
WinK	786445		12	47.0	Việt Nam	Rap Việt		
Lux	786447		12	47.0	Việt Nam	Rap Việt		
Phạm Nguyên Ngọc	786617	Indie Ballad	0	44.0	Việt Nam	Rap Việt	R&B Việt	V-Pop
Tuấn Trần	786727		0		Việt Nam	V-Pop		
Marr D	786964		0		Việt Nam	Rap Việt	R&B Việt	
Thích Pháp Như	787619		6	10.0	Việt Nam	Nhạc Tôn Giáo	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương
Ôn Vĩnh Quang	787774		0	39.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Quân Táo	787787		12	47.0	Việt Nam	Rap Việt		
Pay	787791		0		Việt Nam	V-Pop		
GENJI	787892		12		Việt Nam	Rap Việt		
HIEUTHUHAI	787984		12		Việt Nam	Rap Việt		
KNG	787985		12	47.0	Việt Nam			
Huyền Zoe	788160		0	32.0	Việt Nam	V-Pop		
Summer Vee	788162		0	36.0	Việt Nam	Rap Việt	V-Pop	
Right Tee	788304		0		Việt Nam	Rap Việt	V-Pop	
Rieki	788578		12	47.0	Việt Nam	Rap Việt		
YuniBoo	788748		0	43.0	Việt Nam	V-Pop	EDM Việt	
Đào Kỳ Anh	788749		0		Việt Nam	Dance Việt	V-Pop	
Nguyễn Minh Xuân Ái	788833		0	39.0	Việt Nam	R&B Việt	V-Pop	
Rô Ti	789063	Pop sến loại 2	0		Việt Nam	V-Pop		
Hannie	789084	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Alice	789092		12		Việt Nam	Rap Việt		
Roki	789093		12	47.0	Việt Nam	Rap Việt		
Drum7	789170	Pop miền Tây	0	36.0	Việt Nam	EDM Việt	V-Pop	
Sala Uyên Trinh	789175	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Clow	789177		12	47.0	Việt Nam	Rap Việt	V-Pop	
Jason	789692		12	47.0	Việt Nam			
Right	789871		12	46.0	Việt Nam	Rap Việt		
Kha	790010	Indie Ballad	0	36.0	Việt Nam	V-Pop		
Gill	790126		12	45.0	Việt Nam	Rap Việt		
HD	790127		16		Việt Nam	Rap Việt		
Willistic	790128		12	46.0	Việt Nam	Rap Việt	R&B Việt	
Hành Or	790238		12		Việt Nam	Rap Việt		
Htrol	790488		0		Việt Nam	EDM Việt		
Tịnh Hải	791318		6	23.0	Việt Nam	Nhạc Trữ Tình		
Chu Hồng Thúy	791555		6		Việt Nam	Nhạc Trữ Tình		
Feliks Alvin	792052		12	27.0	Việt Nam	V-Pop		
